chrom1	start1	end1	chrom2	start2	end2	ipet_2
chr1	48298689	48299189	chr18	69558888	69559388	2
chr1	51253214	51253714	chr18	10407668	10408168	2
chr1	51426181	51426682	chr18	39666926	39667426	2
chr1	59033382	59033885	chr18	42028363	42028863	2
chr1	61910217	61910717	chr18	37383161	37383661	2
chr1	62483277	62483777	chr18	32454918	32455421	2
chr1	64263627	64264168	chr18	33964056	33964556	2
chr1	71301741	71302242	chr18	24129337	24129837	2
chr1	86253218	86253719	chr18	18919557	18920057	2
chr1	88688802	88689302	chr18	72873414	72873914	2
chr1	107093215	107093715	chr18	56916543	56917087	2
chr1	107215823	107216356	chr18	43346722	43347222	2
chr1	107911125	107911625	chr18	12358588	12359088	2
chr1	111320946	111321446	chr18	75471524	75472025	2
chr1	115044829	115045329	chr18	5805383	5805883	2
chr1	116026596	116027096	chr18	9583024	9583524	2
chr1	116515209	116515709	chr18	20053878	20054378	2
chr1	118225264	118225764	chr18	20777127	20777632	2
chr1	145703874	145704379	chr18	43471115	43471615	2
chr1	152457774	152458274	chr18	43172689	43173189	2
chr1	157189691	157190191	chr18	62425500	62426000	2
chr1	159889917	159890417	chr18	396516	397442	2
chr1	160000481	160000981	chr18	7325386	7325886	2
chr1	167417002	167417502	chr18	2571929	2572432	2
chr1	169663308	169663808	chr18	19930659	19931159	2
chr1	174820945	174821445	chr18	27828357	27828857	2
chr1	182766393	182766894	chr18	28641979	28642479	2
chr1	183421275	183421775	chr18	47224664	47225193	2
chr1	188451773	188452273	chr18	44059106	44059610	2
chr1	195878189	195878689	chr18	74335000	74335512	2
chr1	198493478	198493978	chr18	75033717	75034219	2
chr1	200231043	200231543	chr18	52218772	52219272	2
chr1	202988384	202988884	chr18	48261922	48262422	2
chr1	204092044	204092544	chr18	20527218	20527718	2
chr1	205831761	205832415	chr18	64591078	64591578	2
chr1	209717596	209718096	chr18	12894976	12895639	2
chr1	223821465	223821966	chr18	32879959	32880459	2
chr1	227004647	227005147	chr18	20426428	20426928	2
chr1	228461969	228462469	chr18	31102878	31103379	2
chr1	237073914	237074414	chr18	9876325	9876825	2
chr1	1308174	1308690	chr19	3345050	3345550	2
chr1	2131556	2132374	chr19	37071032	37071532	2
chr1	3582826	3583331	chr19	18169336	18169836	2
chr1	6304771	6305511	chr19	37071032	37071532	3
chr1	7709654	7710508	chr19	37071032	37071532	2
chr1	7843764	7844265	chr19	43161195	43161695	2
chr1	10702478	10702978	chr19	50983136	50983878	2
chr1	14135064	14135564	chr19	54732970	54733474	2
chr1	16160769	16161701	chr19	37071032	37071532	2
chr1	25509313	25510193	chr19	37071032	37071532	2
chr1	26685401	26685901	chr19	15479159	15479659	2
chr1	32137412	32138374	chr19	37071032	37071532	2
chr1	34078622	34079352	chr19	37071032	37071532	2
chr1	34117621	34118125	chr19	53910543	53911043	2
chr1	43707337	43708159	chr19	37071032	37071532	2
chr1	48557387	48557887	chr19	38383781	38384316	2
chr1	53793274	53794099	chr19	37071032	37071532	2
chr1	55013436	55013952	chr19	36204704	36205204	2
chr1	55357272	55357855	chr19	37071032	37071532	2
chr1	56618461	56618961	chr19	13372043	13372547	2
chr1	65002034	65002534	chr19	10451618	10452128	2
chr1	65019744	65020244	chr19	46968207	46968707	2
chr1	66836171	66836671	chr19	15440199	15440700	2
chr1	76619836	76620806	chr19	37071032	37071532	2
chr1	80731277	80731777	chr19	40976044	40976544	2
chr1	93498642	93499142	chr19	48166103	48166694	2
chr1	94219953	94220455	chr19	31289810	31290310	2
chr1	95319552	95320551	chr19	37071032	37071532	2
chr1	96779957	96780692	chr19	37071032	37071532	2
chr1	107132074	107132610	chr19	37071032	37071532	2
chr1	107341409	107342140	chr19	37071032	37071532	2
chr1	107360915	107361416	chr19	22968512	22969012	2
chr1	107396308	107396808	chr19	50887526	50888026	2
chr1	107527649	107528249	chr19	37071032	37071532	2
chr1	107589875	107590800	chr19	37071032	37071532	2
chr1	107818381	107819182	chr19	37071032	37071532	2
chr1	108870011	108870575	chr19	37071032	37071532	3
chr1	109782963	109783600	chr19	37071032	37071532	2
chr1	110075083	110075650	chr19	37071032	37071532	2
chr1	110247057	110247562	chr19	37071032	37071532	2
chr1	110509678	110510314	chr19	18431988	18432488	2
chr1	111068490	111069392	chr19	37071032	37071532	2
chr1	111942060	111942842	chr19	37071032	37071532	2
chr1	112694210	112694710	chr19	16753528	16754029	2
chr1	114525129	114525874	chr19	37071032	37071532	2
chr1	114664517	114665478	chr19	37071032	37071532	2
chr1	114687649	114688393	chr19	37071032	37071532	2
chr1	114888554	114889428	chr19	37071032	37071532	3
chr1	115152996	115153721	chr19	37071032	37071532	2
chr1	115250687	115251687	chr19	37071032	37071532	2
chr1	116255253	116255774	chr19	37071032	37071532	2
chr1	117027332	117027905	chr19	37071032	37071532	2
chr1	119824427	119824927	chr19	49105138	49105639	2
chr1	120156187	120156850	chr19	37071032	37071532	2
chr1	120218666	120219460	chr19	37071032	37071532	2
chr1	121484707	121485885	chr19	27731610	27732504	4
chr1	145523214	145523873	chr19	37071032	37071532	2
chr1	145588314	145588940	chr19	37071032	37071532	2
chr1	146696289	146696858	chr19	37071032	37071532	2
chr1	146970992	146971615	chr19	37071032	37071532	2
chr1	147361950	147362904	chr19	37071032	37071532	3
chr1	147815832	147816338	chr19	42692104	42692604	2
chr1	149933454	149934283	chr19	37071032	37071532	3
chr1	150952791	150953316	chr19	37071032	37071532	2
chr1	150996923	150997455	chr19	37071032	37071532	2
chr1	151128232	151129142	chr19	37071032	37071532	2
chr1	151975122	151975999	chr19	37071032	37071532	2
chr1	152431325	152432265	chr19	37071032	37071532	2
chr1	154668659	154669536	chr19	37071032	37071532	2
chr1	155279293	155279793	chr19	36248022	36248523	2
chr1	157663515	157664015	chr19	47026981	47027487	2
chr1	158273052	158273552	chr19	51890482	51891006	2
chr1	161898128	161898650	chr19	18631773	18632273	2
chr1	163844219	163844719	chr19	37964424	37964958	2
chr1	165376968	165377487	chr19	37071032	37071532	2
chr1	168311609	168312449	chr19	37071032	37071532	3
chr1	169153788	169154412	chr19	37071032	37071532	2
chr1	169966258	169966931	chr19	37071032	37071532	2
chr1	172450232	172451215	chr19	37071032	37071532	2
chr1	175159353	175159853	chr19	48759148	48759653	2
chr1	179048166	179049156	chr19	37071032	37071532	3
chr1	179088516	179089016	chr19	56183046	56183547	2
chr1	179220001	179220501	chr19	34325009	34325509	2
chr1	180752660	180753160	chr19	12743718	12744218	2
chr1	181007051	181007562	chr19	37071032	37071532	2
chr1	182212883	182213383	chr19	24349888	24350538	2
chr1	184413297	184414032	chr19	37071032	37071532	2
chr1	185063734	185064234	chr19	45473174	45473706	2
chr1	185848896	185849396	chr19	19249571	19250071	2
chr1	185957702	185958666	chr19	37071032	37071532	2
chr1	188344936	188345436	chr19	50029926	50030426	2
chr1	189589820	189590751	chr19	37071032	37071532	2
chr1	191384848	191385348	chr19	46793458	46793960	2
chr1	193125632	193126133	chr19	44259296	44259796	2
chr1	199971715	199972220	chr19	52863759	52864259	2
chr1	201316253	201317138	chr19	37071032	37071532	2
chr1	201464501	201465349	chr19	37071032	37071532	2
chr1	201535640	201536140	chr19	4846272	4846776	2
chr1	201810583	201811533	chr19	37071032	37071532	2
chr1	202573789	202574289	chr19	49367073	49367573	2
chr1	203083125	203083822	chr19	37071032	37071532	2
chr1	203130911	203131416	chr19	49086599	49087099	2
chr1	203367306	203367806	chr19	20639410	20639917	2
chr1	204121580	204122080	chr19	6626441	6626941	2
chr1	204516540	204517040	chr19	58302810	58303311	2
chr1	205760455	205761273	chr19	37071032	37071532	2
chr1	206686811	206687478	chr19	37071032	37071532	2
chr1	207467626	207468126	chr19	51013730	51014230	2
chr1	207811056	207811556	chr19	41768229	41768736	2
chr1	212838586	212839086	chr19	3395481	3395990	2
chr1	213992556	213993056	chr19	9246940	9247441	2
chr1	214786448	214786948	chr19	19477231	19477731	2
chr1	214932115	214932728	chr19	37071032	37071532	2
chr1	215084569	215085069	chr19	18965867	18966383	2
chr1	216521593	216522565	chr19	37071032	37071532	2
chr1	217759134	217759634	chr19	9741776	9742276	2
chr1	219468660	219469160	chr19	6828234	6828765	2
chr1	219748691	219749501	chr19	37071032	37071532	2
chr1	222413103	222413603	chr19	30690372	30690877	2
chr1	223282406	223283395	chr19	37071032	37071532	2
chr1	224013799	224014624	chr19	37071032	37071532	2
chr1	226892898	226893398	chr19	30325928	30326525	2
chr1	228273273	228273774	chr19	35585937	35586437	2
chr1	230904582	230905356	chr19	37071032	37071532	2
chr1	236265379	236265880	chr19	16179443	16179943	2
chr1	238377349	238377849	chr19	44264980	44265481	2
chr1	239473087	239473821	chr19	37071032	37071532	2
chr1	241230178	241230873	chr19	37071032	37071532	2
chr1	243782240	243782785	chr19	16435593	16436093	2
chr1	244505984	244506496	chr19	49074687	49075187	2
chr1	246580477	246580987	chr19	37071032	37071532	2
chr1	1311448	1311966	chr2	164804268	164804768	2
chr1	2825084	2825584	chr2	15057688	15058214	2
chr1	3289943	3290491	chr2	190690493	190690993	2
chr1	3797441	3797958	chr2	170521176	170521676	2
chr1	4985106	4985606	chr2	85647805	85648307	2
chr1	5890514	5891305	chr2	155865481	155865981	2
chr1	7025131	7025631	chr2	25050624	25051126	2
chr1	7431844	7432344	chr2	202562317	202562817	2
chr1	7490702	7491206	chr2	211131939	211132439	2
chr1	9550802	9551302	chr2	54993176	54993678	2
chr1	10010749	10011249	chr2	161149880	161150380	2
chr1	10119564	10120064	chr2	170055773	170056273	2
chr1	13962580	13963080	chr2	111667024	111667532	2
chr1	14292163	14292663	chr2	102602749	102603249	2
chr1	16481294	16481795	chr2	233980162	233980662	2
chr1	16483527	16484027	chr2	197317098	197317608	2
chr1	16541433	16541933	chr2	212601938	212602438	2
chr1	18203653	18204153	chr2	217977335	217977837	2
chr1	18263249	18263749	chr2	1887667	1888167	2
chr1	19138222	19138722	chr2	59487359	59487861	2
chr1	20061429	20061929	chr2	233481593	233482094	2
chr1	20493241	20493741	chr2	223028888	223029609	2
chr1	21432401	21432901	chr2	172921742	172922242	2
chr1	22020728	22021228	chr2	192047651	192048151	2
chr1	22451633	22452133	chr2	15800304	15800804	2
chr1	22530537	22531040	chr2	68659466	68659966	2
chr1	24413847	24414347	chr2	240958716	240959247	2
chr1	25004060	25004593	chr2	2457768	2458268	2
chr1	25566677	25567178	chr2	235111539	235112482	2
chr1	26141400	26141905	chr2	33805402	33805902	2
chr1	26227115	26227615	chr2	106544117	106544723	2
chr1	26323415	26323920	chr2	102243723	102244223	2
chr1	28952608	28953127	chr2	26204784	26205284	2
chr1	29387382	29387882	chr2	239201026	239201526	2
chr1	31133518	31134022	chr2	22023487	22023987	2
chr1	31789917	31790417	chr2	220693185	220693859	2
chr1	31908028	31908528	chr2	10233250	10233752	2
chr1	31927209	31927740	chr2	191539422	191539922	2
chr1	32014730	32015230	chr2	166508185	166508685	2
chr1	32405020	32405520	chr2	106054335	106054844	2
chr1	32537821	32538361	chr2	138307949	138308449	2
chr1	33585983	33586484	chr2	188530507	188531007	2
chr1	33848663	33849163	chr2	159054585	159055085	2
chr1	35585200	35585700	chr2	215984688	215985188	2
chr1	36167945	36168445	chr2	73626996	73627499	2
chr1	36663916	36664416	chr2	57375830	57376330	2
chr1	37697550	37698050	chr2	181948379	181948879	2
chr1	37942748	37943248	chr2	21387076	21387576	2
chr1	39463197	39463697	chr2	116048119	116048619	2
chr1	39609314	39609830	chr2	37972118	37972618	2
chr1	40840284	40840789	chr2	24797323	24797823	2
chr1	41275759	41276259	chr2	17246000	17246500	2
chr1	41757998	41758498	chr2	81122483	81123010	2
chr1	42044161	42044661	chr2	236246131	236246631	2
chr1	42161146	42161646	chr2	178619215	178619715	2
chr1	42189807	42190307	chr2	79563416	79563992	2
chr1	43064057	43064678	chr2	80537444	80537944	2
chr1	43574310	43574987	chr2	681152	681652	2
chr1	45277316	45277817	chr2	104051145	104051645	2
chr1	47099436	47099936	chr2	74607389	74607889	2
chr1	51774812	51775312	chr2	188748775	188749275	2
chr1	52804947	52805447	chr2	47214094	47214617	2
chr1	52828447	52828949	chr2	178461567	178462067	2
chr1	54708587	54709087	chr2	145563225	145563730	2
chr1	56438711	56439443	chr2	237413716	237414353	2
chr1	56783741	56784241	chr2	71915376	71915881	2
chr1	59989500	59990001	chr2	69585621	69586121	2
chr1	60203593	60204186	chr2	3739811	3740311	2
chr1	66491510	66492271	chr2	9374721	9375221	2
chr1	67893382	67893882	chr2	105994169	105994682	2
chr1	67894421	67894921	chr2	160414206	160414706	2
chr1	70203427	70203961	chr2	137541431	137541931	2
chr1	72303653	72304153	chr2	153491781	153492461	2
chr1	76624120	76624620	chr2	636990	637490	2
chr1	78225343	78225843	chr2	206740933	206741433	2
chr1	82229885	82230385	chr2	18419061	18419561	2
chr1	93127181	93127682	chr2	65369717	65370217	2
chr1	94104580	94105080	chr2	218890633	218891136	2
chr1	96259372	96259872	chr2	76092038	76092538	2
chr1	102550755	102551255	chr2	98741509	98742039	2
chr1	106935282	106935782	chr2	219502951	219503451	2
chr1	109018040	109018540	chr2	217028386	217028886	2
chr1	109792589	109793090	chr2	144568101	144568601	2
chr1	109867984	109868484	chr2	146619413	146619913	2
chr1	110140513	110141013	chr2	241264031	241264534	2
chr1	110679209	110679709	chr2	69617679	69618179	2
chr1	111584003	111584503	chr2	43975283	43975783	2
chr1	111688809	111689309	chr2	26324454	26324954	2
chr1	112247832	112248332	chr2	180353580	180354080	2
chr1	112297859	112298502	chr2	161967940	161968440	2
chr1	112302129	112302629	chr2	22797011	22797528	2
chr1	112522362	112522895	chr2	121549450	121549950	2
chr1	113424124	113424625	chr2	51436321	51437213	2
chr1	113616586	113617113	chr2	35689627	35690130	3
chr1	114221034	114221534	chr2	86325771	86326271	2
chr1	114390622	114391122	chr2	69515193	69515708	2
chr1	114512343	114512843	chr2	221130931	221131431	2
chr1	114680301	114680855	chr2	66612919	66613419	2
chr1	115128489	115128989	chr2	46206850	46207355	2
chr1	115297224	115297724	chr2	54210650	54211152	2
chr1	116720460	116720960	chr2	74389638	74390139	2
chr1	116854741	116855241	chr2	174519027	174519564	2
chr1	117312127	117312627	chr2	37717249	37717818	2
chr1	117590890	117591390	chr2	209421768	209422268	2
chr1	117809546	117810046	chr2	242677372	242677874	2
chr1	118315308	118315880	chr2	99276522	99277022	2
chr1	121484605	121485105	chr2	28662635	28663137	2
chr1	144891267	144891767	chr2	162346219	162346719	2
chr1	145058831	145059331	chr2	131795145	131795646	2
chr1	145561114	145561617	chr2	186250536	186251036	2
chr1	147233485	147233985	chr2	226638133	226638633	2
chr1	150293982	150294482	chr2	20536987	20537490	2
chr1	150534048	150534548	chr2	163815927	163816435	2
chr1	150805703	150806203	chr2	82759524	82760024	2
chr1	153487452	153487952	chr2	231044932	231045432	2
chr1	153599909	153600431	chr2	197446722	197447222	2
chr1	156353471	156353971	chr2	14729596	14730096	2
chr1	156931773	156932273	chr2	160060008	160060508	2
chr1	157575017	157575517	chr2	16803056	16803556	2
chr1	157769380	157769880	chr2	51864736	51865242	2
chr1	159750361	159750861	chr2	102468556	102469087	2
chr1	160663941	160664441	chr2	217735683	217736183	2
chr1	162846440	162846940	chr2	188936026	188936526	2
chr1	165404198	165404877	chr2	159818356	159818856	2
chr1	167159240	167159740	chr2	188974888	188975417	2
chr1	167293900	167294521	chr2	39203831	39204331	2
chr1	171130426	171131061	chr2	77796516	77797016	2
chr1	173768892	173769392	chr2	6411121	6411621	2
chr1	173812643	173813143	chr2	45006719	45007219	2
chr1	175307534	175308034	chr2	242673272	242673772	2
chr1	178922137	178922637	chr2	133016433	133016933	2
chr1	179614931	179615444	chr2	198818781	198819281	2
chr1	182481350	182481850	chr2	205202047	205202548	2
chr1	184440013	184440513	chr2	50608017	50608518	2
chr1	186034336	186034836	chr2	165593335	165593836	2
chr1	188737501	188738001	chr2	177941351	177941851	2
chr1	191277803	191278307	chr2	233831360	233831860	2
chr1	191349372	191349872	chr2	15549227	15549729	2
chr1	192442622	192443122	chr2	53110669	53111174	2
chr1	194627206	194627706	chr2	75073317	75073817	2
chr1	196010757	196011257	chr2	102402065	102402569	2
chr1	196176446	196176946	chr2	64846923	64847425	2
chr1	199790356	199790900	chr2	212623967	212624467	2
chr1	199934718	199935249	chr2	43086269	43086769	2
chr1	200986021	200986521	chr2	218365846	218366346	2
chr1	201535428	201535938	chr2	26096704	26097204	2
chr1	202078262	202078762	chr2	5491959	5492459	2
chr1	202959001	202959517	chr2	2468257	2469020	2
chr1	203242592	203243116	chr2	175815955	175816455	2
chr1	203251649	203252149	chr2	47843490	47843990	2
chr1	205500015	205500515	chr2	180342144	180342644	2
chr1	206271502	206272002	chr2	48541609	48542110	2
chr1	207386269	207386787	chr2	17076851	17077351	2
chr1	207501130	207501630	chr2	201009411	201010022	2
chr1	213310366	213310866	chr2	30609135	30609635	2
chr1	213569167	213569667	chr2	148700105	148700605	2
chr1	213786396	213786896	chr2	26545879	26546430	2
chr1	216582598	216583101	chr2	120222859	120223359	2
chr1	217548151	217548653	chr2	19956	20464	2
chr1	217677049	217677709	chr2	127449034	127449534	2
chr1	219411414	219411914	chr2	37303990	37304495	2
chr1	219542082	219542582	chr2	30821402	30822024	2
chr1	219643262	219643762	chr2	121328448	121328948	2
chr1	219908670	219909170	chr2	57741756	57742267	2
chr1	221378635	221379437	chr2	126419485	126419985	2
chr1	223675851	223676351	chr2	174808932	174809432	2
chr1	224622983	224623483	chr2	141695448	141695977	2
chr1	225755926	225756426	chr2	56228095	56228599	2
chr1	225992941	225993441	chr2	154565952	154566452	2
chr1	229496813	229497313	chr2	136220124	136220654	2
chr1	231114711	231115281	chr2	205814751	205815251	2
chr1	231174593	231175094	chr2	177107481	177107981	2
chr1	231524280	231524784	chr2	185430934	185431434	2
chr1	232030109	232030609	chr2	17425329	17425829	2
chr1	232739247	232739747	chr2	61510702	61511202	2
chr1	232895109	232895609	chr2	121494924	121495426	2
chr1	235271215	235271715	chr2	40229420	40229922	2
chr1	235618021	235618521	chr2	46819667	46820167	2
chr1	235697702	235698202	chr2	235367394	235367894	2
chr1	235866264	235866765	chr2	1650640	1651140	2
chr1	236500060	236500756	chr2	180344219	180344719	2
chr1	236770613	236771124	chr2	137352868	137353368	2
chr1	237137779	237138348	chr2	115354602	115355102	2
chr1	237140237	237140742	chr2	69170636	69171136	2
chr1	238874774	238875274	chr2	177341791	177342291	2
chr1	239461793	239462293	chr2	20551343	20551843	2
chr1	241662959	241663460	chr2	9007931	9008431	2
chr1	244839603	244840107	chr2	133733995	133734495	2
chr1	245837804	245838304	chr2	85182628	85183132	2
chr1	248262424	248262924	chr2	85968156	85968656	2
chr1	1714398	1714898	chr20	32049455	32049955	2
chr1	2189116	2189616	chr20	50289794	50290294	2
chr1	2566999	2567499	chr20	12550031	12550531	2
chr1	5577920	5578420	chr20	17632667	17633180	2
chr1	6403257	6403757	chr20	13479058	13479598	2
chr1	7500037	7500537	chr20	40834175	40834675	2
chr1	9463259	9463759	chr20	56559364	56559882	2
chr1	12329864	12330367	chr20	52603948	52604448	2
chr1	14123684	14124221	chr20	55732096	55732596	2
chr1	14828477	14828977	chr20	30249431	30249931	2
chr1	16329454	16329968	chr20	62304055	62304555	2
chr1	20336958	20337458	chr20	55774265	55774767	2
chr1	22137480	22137994	chr20	57431943	57432443	2
chr1	22579340	22579849	chr20	21099253	21099753	2
chr1	23730611	23731203	chr20	34146413	34146913	2
chr1	23833181	23833681	chr20	40081274	40081774	2
chr1	24833917	24834420	chr20	13477817	13478317	2
chr1	26487678	26488178	chr20	46250535	46251035	2
chr1	27267634	27268427	chr20	46854908	46855408	2
chr1	27373592	27374138	chr20	62296685	62297185	2
chr1	27685474	27685974	chr20	25322702	25323239	2
chr1	28218978	28219479	chr20	52379862	52380362	2
chr1	31971631	31972131	chr20	19500259	19500951	2
chr1	34662557	34663057	chr20	10485740	10486240	2
chr1	35875827	35876331	chr20	54577893	54578393	2
chr1	37577653	37578155	chr20	58679271	58679771	2
chr1	41414632	41415132	chr20	46790714	46791265	2
chr1	41931573	41932073	chr20	34893286	34893795	2
chr1	44804713	44805213	chr20	36967142	36967643	2
chr1	46465511	46466011	chr20	45877847	45878347	2
chr1	47001277	47001777	chr20	46166979	46167480	2
chr1	47148294	47148794	chr20	47455891	47456391	2
chr1	48311121	48311621	chr20	45944626	45945134	2
chr1	48460975	48461475	chr20	46070109	46070631	2
chr1	50896959	50897459	chr20	30600516	30601016	2
chr1	54955302	54955819	chr20	51363997	51364497	2
chr1	56314816	56315316	chr20	49926829	49927364	2
chr1	60412740	60413240	chr20	45596415	45596915	2
chr1	61280132	61280632	chr20	33546523	33547024	2
chr1	61959281	61959783	chr20	48934856	48935356	2
chr1	62564252	62564756	chr20	50417871	50418371	2
chr1	65499383	65499908	chr20	55822941	55823441	2
chr1	65776375	65776875	chr20	44933788	44934297	2
chr1	76058511	76059011	chr20	31046653	31047153	2
chr1	77640428	77640928	chr20	57470384	57470884	2
chr1	80549024	80549529	chr20	60959304	60959804	2
chr1	85197967	85198467	chr20	56577885	56578401	2
chr1	87394892	87395392	chr20	47024100	47024600	2
chr1	89654224	89654724	chr20	53473853	53474353	2
chr1	94246831	94247331	chr20	25952108	25952609	2
chr1	100601630	100602130	chr20	32433685	32434185	2
chr1	105382087	105382587	chr20	50178549	50179050	2
chr1	107608610	107609110	chr20	16704005	16704516	2
chr1	107776459	107776959	chr20	55821534	55822041	2
chr1	108114647	108115147	chr20	38804841	38805345	2
chr1	109609917	109610417	chr20	46087355	46087855	2
chr1	110421289	110421789	chr20	46029676	46030179	2
chr1	112295238	112295738	chr20	13701718	13702245	2
chr1	112438719	112439220	chr20	52884682	52885182	2
chr1	113647620	113648120	chr20	62918067	62918567	2
chr1	114472128	114472959	chr20	52485963	52486862	2
chr1	114518914	114519414	chr20	49515113	49515613	2
chr1	114624035	114624556	chr20	56754491	56754991	2
chr1	114720739	114721239	chr20	10827442	10827945	2
chr1	114759277	114759786	chr20	26292987	26293487	2
chr1	115117159	115117659	chr20	57906036	57906536	2
chr1	115300677	115301339	chr20	41206929	41207541	2
chr1	115633362	115633926	chr20	53538383	53538883	2
chr1	116820656	116821156	chr20	54490393	54490895	2
chr1	117558645	117559149	chr20	51315471	51315971	2
chr1	117916828	117917328	chr20	45803767	45804319	2
chr1	118653425	118653925	chr20	48390582	48391092	2
chr1	120455390	120455890	chr20	17526138	17526638	2
chr1	121484355	121484905	chr20	45771133	45771657	2
chr1	145091963	145092463	chr20	46750042	46750542	2
chr1	145097260	145097760	chr20	47095320	47095820	2
chr1	145118059	145118798	chr20	46770734	46771234	2
chr1	145399312	145399812	chr20	52413548	52414051	2
chr1	145483895	145484432	chr20	49689297	49689797	2
chr1	146644179	146644687	chr20	32429094	32429594	2
chr1	150910475	150910975	chr20	19823869	19824369	2
chr1	151569210	151569710	chr20	46081843	46082511	2
chr1	151856452	151856955	chr20	35308456	35308973	2
chr1	152088860	152089360	chr20	48639846	48640348	2
chr1	154186244	154186798	chr20	31247919	31248419	2
chr1	154187831	154188343	chr20	5394364	5394864	2
chr1	155035039	155035573	chr20	13723258	13723758	2
chr1	156186230	156186993	chr20	26190059	26190897	5
chr1	157283374	157283875	chr20	46353769	46354269	2
chr1	157335884	157336384	chr20	49065660	49066160	2
chr1	158107478	158108003	chr20	45806870	45807370	2
chr1	158702594	158703097	chr20	52374052	52374607	2
chr1	161931146	161931650	chr20	36440362	36440862	2
chr1	162464170	162464670	chr20	52761272	52761773	2
chr1	163693662	163694206	chr20	54746166	54746666	2
chr1	164229028	164229528	chr20	48209343	48209853	2
chr1	167402202	167402702	chr20	46086954	46087454	2
chr1	168453632	168454132	chr20	62741307	62741812	2
chr1	173496842	173497342	chr20	52437820	52438326	2
chr1	175249499	175250020	chr20	40418122	40418622	2
chr1	175304076	175304576	chr20	54062314	54062820	2
chr1	176857212	176857712	chr20	22223819	22224319	2
chr1	177039883	177040383	chr20	39180184	39180697	2
chr1	177541818	177542326	chr20	43071215	43071715	2
chr1	177887976	177888476	chr20	52271764	52272264	2
chr1	177966818	177967318	chr20	45871430	45871940	2
chr1	178950156	178950656	chr20	46394050	46394550	2
chr1	180622660	180623160	chr20	52310789	52311289	2
chr1	181085819	181086320	chr20	52659682	52660182	2
chr1	182358577	182359077	chr20	62539136	62539636	2
chr1	182685889	182686396	chr20	45975290	45975790	2
chr1	186172903	186173403	chr20	45887793	45888293	2
chr1	193417807	193418307	chr20	59800841	59801341	2
chr1	193570345	193570845	chr20	62507887	62508387	2
chr1	194962019	194962519	chr20	23227846	23228347	2
chr1	195394455	195394955	chr20	47963410	47963976	2
chr1	196446154	196446655	chr20	21898501	21899001	2
chr1	200658855	200659355	chr20	52565366	52565866	2
chr1	204235916	204236416	chr20	55400894	55401394	2
chr1	204302681	204303181	chr20	10847948	10848456	2
chr1	204929663	204930163	chr20	49383414	49383923	2
chr1	205122841	205123341	chr20	6785089	6785589	2
chr1	206243554	206244080	chr20	47502998	47503498	2
chr1	207992489	207992989	chr20	36735038	36735578	2
chr1	210913128	210913631	chr20	52813920	52814420	2
chr1	218663241	218663741	chr20	54749342	54749842	2
chr1	219015959	219016459	chr20	47192028	47192528	2
chr1	219563932	219564432	chr20	52396837	52397420	2
chr1	220494272	220494772	chr20	50277385	50277963	2
chr1	221369837	221370337	chr20	7888261	7888761	2
chr1	221835204	221835707	chr20	1900685	1901185	2
chr1	223485108	223485608	chr20	46344376	46344876	2
chr1	224709967	224710467	chr20	52430614	52431119	2
chr1	229515131	229515651	chr20	41116429	41116929	2
chr1	231020368	231020873	chr20	52244010	52244510	2
chr1	232039768	232040268	chr20	53096391	53097009	2
chr1	232417421	232417921	chr20	46659081	46659581	2
chr1	234752758	234753335	chr20	62696961	62697461	2
chr1	235331874	235332374	chr20	61667922	61668422	2
chr1	237208397	237208897	chr20	46012777	46013287	2
chr1	240399549	240400049	chr20	53098139	53098639	2
chr1	241000442	241000942	chr20	49267873	49268373	2
chr1	241092607	241093107	chr20	57405647	57406166	2
chr1	243840616	243841116	chr20	24702987	24703488	2
chr1	247419668	247420210	chr20	59898065	59898565	2
chr1	35540933	35541433	chr21	37737945	37738445	2
chr1	44843791	44844292	chr21	29884031	29884531	2
chr1	50063541	50064041	chr21	24767018	24767694	2
chr1	52214838	52215338	chr21	46602023	46602533	2
chr1	53033052	53033552	chr21	38104564	38105065	2
chr1	54314789	54315290	chr21	10783757	10784257	2
chr1	65925495	65925995	chr21	44629447	44629988	2
chr1	82169103	82169603	chr21	42593821	42594321	2
chr1	88010137	88010637	chr21	46878314	46878815	2
chr1	105187431	105187931	chr21	45178913	45179414	2
chr1	115054659	115055175	chr21	41287952	41288452	2
chr1	152433752	152434284	chr21	46792564	46793067	2
chr1	152788680	152789186	chr21	41087767	41088267	2
chr1	156301200	156301704	chr21	23420877	23421377	2
chr1	157495992	157496644	chr21	31581838	31582387	2
chr1	160259302	160259804	chr21	45080612	45081112	2
chr1	181381244	181381764	chr21	36565031	36565531	2
chr1	182753246	182753955	chr21	45596493	45596993	2
chr1	184751174	184751674	chr21	42831767	42832267	2
chr1	186387872	186388372	chr21	35680415	35681185	2
chr1	191731404	191731904	chr21	41909903	41910403	2
chr1	197515391	197516026	chr21	33888361	33888861	2
chr1	200627816	200628316	chr21	39286227	39286731	2
chr1	201118294	201118794	chr21	46780090	46780609	2
chr1	201573825	201574330	chr21	20130036	20130536	2
chr1	202043363	202043876	chr21	46573879	46574379	2
chr1	205454716	205455219	chr21	40424268	40424768	2
chr1	211694241	211694741	chr21	32243898	32244398	2
chr1	213794725	213795271	chr21	42594596	42595096	2
chr1	217081155	217081796	chr21	46154175	46154675	2
chr1	219478131	219478631	chr21	45759276	45759777	2
